GEO.id,GEO.id2,GEO.display-label,popchg4201072015,natinc4201072015,births4201072015,deaths4201072015,netmig4201072015,intlmig4201072015,dommig4201072015,popchg20142015,natinc20142015,births20142015,deaths20142015,netmig20142015,intlmig20142015,dommig20142015
Id,Id2,Geography,"Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Total Population Change [1]","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Natural Increase","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Vital Events - Births","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Vital Events - Deaths","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Net Migration - Total","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Net Migration - International [2]","Cumulative Estimates of the Components of Population Change - April 1, 2010 to July 1, 2015 - Net Migration - Domestic","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Total Population Change [1]","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Natural Increase","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Vital Events - Births","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Vital Events - Deaths","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Net Migration - Total","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Net Migration - International [2]","Annual Estimates of the Components of Population Change - July 1, 2014 to July 1, 2015 - Net Migration - Domestic"
310M200US38620,38620,"Ponca City, OK Micro Area",-1196,412,3372,2960,-1500,72,-1572,-144,96,648,552,-192,19,-211
310M200US38700,38700,"Pontiac, IL Micro Area",-2279,38,2198,2160,-2346,70,-2416,-329,22,383,361,-336,16,-352
310M200US38740,38740,"Poplar Bluff, MO Micro Area",157,69,2961,2892,196,29,167,64,19,552,533,61,6,55
310M200US38780,38780,"Portales, NM Micro Area",-726,778,1566,788,-1537,114,-1651,-506,173,315,142,-685,27,-712
310M200US38820,38820,"Port Angeles, WA Micro Area",2082,-1393,3513,4906,3266,277,2989,818,-281,677,958,1052,63,989
310M200US38840,38840,"Port Clinton, OH Micro Area",-557,-656,1798,2454,41,36,5,-195,-128,334,462,-96,7,-103
310M200US38920,38920,"Port Lavaca, TX Micro Area",514,447,1520,1073,51,135,-84,104,95,307,212,-2,28,-30
310M200US39020,39020,"Portsmouth, OH Micro Area",-2674,-213,4694,4907,-2306,174,-2480,-501,-40,883,923,-362,41,-403
310M200US39060,39060,"Pottsville, PA Micro Area",-3699,-2793,7178,9971,-690,424,-1114,-956,-480,1331,1811,-405,91,-496
310M200US39220,39220,"Price, UT Micro Area",-924,481,1619,1138,-1395,61,-1456,-141,104,285,181,-236,11,-247
310M200US39260,39260,"Prineville, OR Micro Area",652,-199,985,1184,838,25,813,591,-16,209,225,598,8,590
310M200US39420,39420,"Pullman, WA Micro Area",3401,1034,2359,1325,2345,1967,378,1239,217,455,238,1033,430,603
310M200US39500,39500,"Quincy, IL-MO Micro Area",-94,285,4906,4621,-478,120,-598,76,65,956,891,-28,26,-54
310M200US39700,39700,"Raymondville, TX Micro Area",-231,841,1688,847,-1088,85,-1173,-14,149,318,169,-183,24,-207
310M200US39780,39780,"Red Bluff, CA Micro Area",-153,791,3925,3134,-899,353,-1252,347,157,754,597,240,73,167
310M200US39860,39860,"Red Wing, MN Micro Area",252,235,2712,2477,-108,114,-222,60,43,489,446,-16,23,-39
310M200US39940,39940,"Rexburg, ID Micro Area",314,5538,6720,1182,-5269,245,-5514,154,1108,1306,198,-937,61,-998
310M200US39980,39980,"Richmond, IN Micro Area",-2002,-144,4159,4303,-1816,-32,-1784,-446,-110,758,868,-354,-3,-351
310M200US40080,40080,"Richmond-Berea, KY Micro Area",4794,1472,6110,4638,3205,406,2799,1244,260,1173,913,936,84,852
310M200US40100,40100,"Rio Grande City, TX Micro Area",2827,5208,7194,1986,-2436,758,-3194,646,1015,1378,363,-400,167,-567
310M200US40180,40180,"Riverton, WY Micro Area",192,863,3149,2286,-690,62,-752,-402,117,583,466,-541,13,-554
310M200US40260,40260,"Roanoke Rapids, NC Micro Area",-3907,-910,4019,4929,-2980,140,-3120,-704,-236,732,968,-469,31,-500
310M200US40300,40300,"Rochelle, IL Micro Area",-1838,227,2757,2530,-2042,80,-2122,-364,47,516,469,-381,18,-399
310M200US40460,40460,"Rockingham, NC Micro Area",-1202,81,2876,2795,-1282,83,-1365,-263,-4,522,526,-292,23,-315
310M200US40540,40540,"Rock Springs, WY Micro Area",820,1904,3308,1404,-1043,31,-1074,-299,358,620,262,-630,8,-638
310M200US40620,40620,"Rolla, MO Micro Area",-360,618,2814,2196,-871,1099,-1970,-166,100,515,415,-213,238,-451
310M200US40700,40700,"Roseburg, OR Micro Area",18,-1543,5673,7216,1516,189,1327,687,-264,1074,1338,780,50,730
310M200US40740,40740,"Roswell, NM Micro Area",119,1518,4922,3404,-1193,271,-1464,-73,303,927,624,-263,66,-329
310M200US40780,40780,"Russellville, AR Micro Area",1164,1316,5604,4288,-130,385,-515,140,277,1051,774,-100,73,-173
310M200US40820,40820,"Ruston, LA Micro Area",1039,1104,3035,1931,-77,1063,-1140,345,195,591,396,137,203,-66
310M200US40860,40860,"Rutland, VT Micro Area",-1910,-536,2853,3389,-1314,152,-1466,-414,-92,526,618,-299,40,-339
310M200US40940,40940,"Safford, AZ Micro Area",446,1584,3026,1442,-1163,36,-1199,-292,338,608,270,-644,12,-656
310M200US41220,41220,"St. Marys, GA Micro Area",1589,2652,4246,1594,-1142,653,-1795,129,508,818,310,-419,141,-560
310M200US41400,41400,"Salem, OH Micro Area",-3035,-439,5767,6206,-2441,75,-2516,-791,-69,1105,1174,-638,16,-654
310M200US41460,41460,"Salina, KS Micro Area",-31,1383,4387,3004,-1312,358,-1670,-38,306,825,519,-324,76,-400
